skill_name,skill_class,job_classification,group,,,
Object Method,Core Programming & Computer Science,Software Developer and Prompt ,Software Engineering & Development,,,
Object Oriented Programming,Core Programming & Computer Science,Software Developer and Prompt ,Software Engineering & Development,,,
Object-Oriented Programming,Core Programming & Computer Science,Software Developer and Prompt ,Software Engineering & Development,,,
Primitive Types,Core Programming & Computer Science,Software Developer and Prompt ,Software Engineering & Development,,,
Programming,Core Programming & Computer Science,Software Developer and Prompt ,Software Engineering & Development,,,
Python,Core Programming & Computer Science,Software Developer and Prompt ,Software Engineering & Development,,,
String Manipulation,Core Programming & Computer Science,Software Developer and Prompt ,Software Engineering & Development,,,
Trait and Mixin,Core Programming & Computer Science,Software Developer and Prompt ,Software Engineering & Development,,,
Value Object,Core Programming & Computer Science,Software Developer and Prompt ,Software Engineering & Development,,,
Variables,Core Programming & Computer Science,Software Developer and Prompt ,Software Engineering & Development,,,
VBA Scripting,Core Programming & Computer Science,Software Developer and Prompt ,Software Engineering & Development,,,
Android UI,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
App Component,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
APK Creation,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
Bulma Columns,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
Button Action,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
Canvas Setup,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
Colspan Usage,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
CSS,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
CSS Styling,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
Custom Size,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
DOM Attributes,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
DOM Manipulation,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
Dynamic UI,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
Element Attribute Selection,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
Emoji Support,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
Event Handling,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
External Browser,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
Flutter Development,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
Form Events,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
Form Handling,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
Frontend Development,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
Grid layout,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
Gutters,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
HTML,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
Image Effects,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
JSX Syntax,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,Application Deployment
New Window,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,CloudFront Usage
PDF Editing,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,ElastiCache Optimization
Positioning,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,AWS Lambda
React Hooks,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,EventBridge
Responsive container,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,SQS and SNS
Responsive Design,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,Cost Optimization
Responsive Images,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,Reliability
Spacing,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
State Hook,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
UI Components,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
User Input,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
User Interaction,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
Visual Formatting,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
Web Design,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
Web Development,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
Website Layout,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
XML Layout,Frontend Development & UI/UX,Software Developer and Prompt ,Software Engineering & Development,,,
API,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
API Development,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
API Service,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
Backend Development,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
Batch Processing,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
Data Retrieval,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
dotenv,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
Event Loop,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
Friend Requirement,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
fs Module,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
Joins,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
Log File,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
Logging Management,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
Minimist Library,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
Node.js,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
Node.js Server,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
path Module,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
Path Parameters,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
pipenv,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
process.env,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
Python Map,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
QR Code Reader,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
Signature Verification,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
SQL,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
Unique Messages,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
URL Fragments,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
URL Parameters,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
Web Programming,"Backend, APIs & Database",Software Developer and Prompt ,Software Engineering & Development,,,
Alerting System,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Application Security,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Auto Scaling,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
AWS S3,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Branching,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Branching Strategies,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
CI/CD,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Cloud Computing,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Compute Services,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Dependency Management,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Deployment Strategies,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
DevOps Culture,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
DevSecOps,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Distributed Systems,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Docker,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
DockerHub,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Domain & Hosting,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Environment Setup,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Git Command,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Hexagonal Architecture,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Installation Process,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Infrastructure as Code,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Infrastructure as Code (IaC),"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Microservices,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
N-Tier Architecture,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
PaaS,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Performance Optimization,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Remote Repository,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Repository Pattern,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
SaaS,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Serverless Architecture,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Version Control,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Version Switching,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Web Performance,"Cloud, DevOps & Architecture",Software Developer and Prompt ,"Cloud, DevOps & IT Infrastructure",,,
Channel Access Token,Chatbot & Platform Integrations (LINE/TikTok),Software Developer and Prompt ,Software Engineering & Development,,,
Flex Message,Chatbot & Platform Integrations (LINE/TikTok),Software Developer and Prompt ,Software Engineering & Development,,,
LIFF URL,Chatbot & Platform Integrations (LINE/TikTok),Software Developer and Prompt ,Software Engineering & Development,,,
LINE API,Chatbot & Platform Integrations (LINE/TikTok),Software Developer and Prompt ,Software Engineering & Development,,,
LINE Chatbot,Chatbot & Platform Integrations (LINE/TikTok),Software Developer and Prompt ,Software Engineering & Development,,,
LINE Tag,Chatbot & Platform Integrations (LINE/TikTok),Software Developer and Prompt ,Software Engineering & Development,,,
Messaging API,Chatbot & Platform Integrations (LINE/TikTok),Software Developer and Prompt ,Software Engineering & Development,,,
ngrok,Chatbot & Platform Integrations (LINE/TikTok),Software Developer and Prompt ,Software Engineering & Development,,,
TikTok Features,Chatbot & Platform Integrations (LINE/TikTok),Software Developer and Prompt ,Software Engineering & Development,,,
Webhook API,Chatbot & Platform Integrations (LINE/TikTok),Software Developer and Prompt ,Software Engineering & Development,,,
API Testing,Testing & Quality Assurance,Software Developer and Prompt ,Software Engineering & Development,,,
Decision Tables,Testing & Quality Assurance,Software Developer and Prompt ,Software Engineering & Development,,,
Equivalence Partitioning,Testing & Quality Assurance,Software Developer and Prompt ,Software Engineering & Development,,,
Error Handling,Testing & Quality Assurance,Software Developer and Prompt ,Software Engineering & Development,,,
Error Resolution,Testing & Quality Assurance,Software Developer and Prompt ,Software Engineering & Development,,,
Quality Assurance,Testing & Quality Assurance,Software Developer and Prompt ,Software Engineering & Development,,,
Software Testing,Testing & Quality Assurance,Software Developer and Prompt ,Software Engineering & Development,,,
State Transition Diagrams,Testing & Quality Assurance,Software Developer and Prompt ,Software Engineering & Development,,,
Test,Testing & Quality Assurance,Software Developer and Prompt ,Software Engineering & Development,,,
Test Levels,Testing & Quality Assurance,Software Developer and Prompt ,Software Engineering & Development,,,
Test Planning,Testing & Quality Assurance,Software Developer and Prompt ,Software Engineering & Development,,,
AI Analytics,"AI, Data & Prompt Engineering",Software Developer and Prompt ,"Data, Analytics & AI",,,
ChatGPT,"AI, Data & Prompt Engineering",Software Developer and Prompt ,"Data, Analytics & AI",,,
Data Tools,"AI, Data & Prompt Engineering",Software Developer and Prompt ,"Data, Analytics & AI",,,
Insights,"AI, Data & Prompt Engineering",Software Developer and Prompt ,"Data, Analytics & AI",,,
Prompt Engineering,"AI, Data & Prompt Engineering",Software Developer and Prompt ,"Data, Analytics & AI",,,
Robotics Framework,"AI, Data & Prompt Engineering",Software Developer and Prompt ,"Data, Analytics & AI",,,
Application Development,"Process, Management & Soft Skills",Software Developer and Prompt ,Project & Product Management,,,
Collaboration,"Process, Management & Soft Skills",Software Developer and Prompt ,Project & Product Management,,,
Discuss Requirements,"Process, Management & Soft Skills",Software Developer and Prompt ,Project & Product Management,,,
Empathize,"Process, Management & Soft Skills",Software Developer and Prompt ,Project & Product Management,,,
Grammar Checking,"Process, Management & Soft Skills",Software Developer and Prompt ,Project & Product Management,,,
Operational Excellence,"Process, Management & Soft Skills",Software Developer and Prompt ,Project & Product Management,,,
Problem Analysis,"Process, Management & Soft Skills",Software Developer and Prompt ,Project & Product Management,,,
Project Management Skills,"Process, Management & Soft Skills",Software Developer and Prompt ,Project & Product Management,,,
Scrum Framework,"Process, Management & Soft Skills",Software Developer and Prompt ,Project & Product Management,,,
Software Development,"Process, Management & Soft Skills",Software Developer and Prompt ,Project & Product Management,,,
User Feedback,"Process, Management & Soft Skills",Software Developer and Prompt ,Project & Product Management,,,
User Session,"Process, Management & Soft Skills",Software Developer and Prompt ,Project & Product Management,,,
Project Closure,Project Management Lifecycle,Sustainability Project Manager,Project & Product Management,,,
Project Execution,Project Management Lifecycle,Sustainability Project Manager,Project & Product Management,,,
Project Lifecycle,Project Management Lifecycle,Sustainability Project Manager,Project & Product Management,,,
Project Management,Project Management Lifecycle,Sustainability Project Manager,Project & Product Management,,,
Project Monitoring,Project Management Lifecycle,Sustainability Project Manager,Project & Product Management,,,
Control Flow,"Planning, Scheduling & Control",Sustainability Project Manager,Project & Product Management,,,
Gantt Chart,"Planning, Scheduling & Control",Sustainability Project Manager,Project & Product Management,,,
Manage Scope,"Planning, Scheduling & Control",Sustainability Project Manager,Project & Product Management,,,
Project Charter,"Planning, Scheduling & Control",Sustainability Project Manager,Project & Product Management,,,
Resource Allocation,"Planning, Scheduling & Control",Sustainability Project Manager,Project & Product Management,,,
Risk Assessment,"Planning, Scheduling & Control",Sustainability Project Manager,Project & Product Management,,,
Sustainability,Leadership & Domain Expertise,Sustainability Project Manager,"Business, Strategy & Finance",,,
Team Leadership,Leadership & Domain Expertise,Sustainability Project Manager,"Business, Strategy & Finance",,,
Case Studies,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
Customer Journey Mapping,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
Empathize,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
Information Architecture,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
Interview Techniques,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
Journey Map,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
Mental Models,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
Pain Point Identification,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
Persona Creation,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
Persona Development,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
Problem Space,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
Qualitative Research,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
Sentiment Analysis,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
Service Blueprint,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
Service Design,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
Sitemap,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
Solution Space,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
Touchpoint Analysis,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
Use Case Analysis,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
User Empathy,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
User Experience,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
User Feedback,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
User Interviews,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
User Journey Mapping,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
User Persona,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
User Research,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
User Session,User Research & Strategy,UXUI,Design & User Experience (UX/UI),,,
Animation,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
Brush Techniques,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
Canvas Setup,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
Color Contrast,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
Color Palette,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
Color Theory,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
Create Style Guides,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
CSS Box-Shadow,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
Design Systems,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
Hand Lettering,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
Image Effects,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
Image Map,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
Layer Management,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
Layout Editor,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
Letter Formation,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
Maintain Design Systems,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
Motion Design,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
Procreate Tools,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
Responsive Design,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
Transparent Text,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
UI Components,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
UI Design,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
UI/UX Design,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
User interface,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
UX/UI,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
Visual Communication,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
Visual Design,Visual Interface Design,UXUI,Design & User Experience (UX/UI),,,
Feature Development,Interaction Design & Prototyping,UXUI,Design & User Experience (UX/UI),,,
Interaction Design,Interaction Design & Prototyping,UXUI,Design & User Experience (UX/UI),,,
MVP Creation,Interaction Design & Prototyping,UXUI,Design & User Experience (UX/UI),,,
Produce Interactive Prototypes,Interaction Design & Prototyping,UXUI,Design & User Experience (UX/UI),,,
Prototype,Interaction Design & Prototyping,UXUI,Design & User Experience (UX/UI),,,
Prototyping,Interaction Design & Prototyping,UXUI,Design & User Experience (UX/UI),,,
Quick Reply,Interaction Design & Prototyping,UXUI,Design & User Experience (UX/UI),,,
Rapid Prototyping,Interaction Design & Prototyping,UXUI,Design & User Experience (UX/UI),,,
User Interaction,Interaction Design & Prototyping,UXUI,Design & User Experience (UX/UI),,,
Accessibility,"Testing, Accessibility & Standards",UXUI,Software Engineering & Development,,,
Test,"Testing, Accessibility & Standards",UXUI,Software Engineering & Development,,,
Test Script,"Testing, Accessibility & Standards",UXUI,Software Engineering & Development,,,
Usability Design,"Testing, Accessibility & Standards",UXUI,Software Engineering & Development,,,
Usability Testing,"Testing, Accessibility & Standards",UXUI,Software Engineering & Development,,,
WCAG Guidelines,"Testing, Accessibility & Standards",UXUI,Software Engineering & Development,,,
Android UI,Technical Implementation & Tools,UXUI,Software Engineering & Development,,,
ChatGPT,Technical Implementation & Tools,UXUI,Software Engineering & Development,,,
Data Tools,Technical Implementation & Tools,UXUI,Software Engineering & Development,,,
Figma,Technical Implementation & Tools,UXUI,Software Engineering & Development,,,
Form Events,Technical Implementation & Tools,UXUI,Software Engineering & Development,,,
Generative AI,Technical Implementation & Tools,UXUI,Software Engineering & Development,,,
HTML,Technical Implementation & Tools,UXUI,Software Engineering & Development,,,
npm Usage,Technical Implementation & Tools,UXUI,Software Engineering & Development,,,
String Resource,Technical Implementation & Tools,UXUI,Software Engineering & Development,,,
Webflow Basics,Technical Implementation & Tools,UXUI,Software Engineering & Development,,,
XML Layout,Technical Implementation & Tools,UXUI,Software Engineering & Development,,,
Content Strategy,Content Strategy & Writing,UXUI,"Marketing, Content & Communications",,,
Creative Writing,Content Strategy & Writing,UXUI,"Marketing, Content & Communications",,,
Microcopy,Content Strategy & Writing,UXUI,"Marketing, Content & Communications",,,
Social Media Copy,Content Strategy & Writing,UXUI,"Marketing, Content & Communications",,,
UX Writing,Content Strategy & Writing,UXUI,"Marketing, Content & Communications",,,
Collaboration Techniques,"Process, Management & Methodology",UXUI,Project & Product Management,,,
Define,"Process, Management & Methodology",UXUI,Project & Product Management,,,
Design Thinking,"Process, Management & Methodology",UXUI,Project & Product Management,,,
Fund Selection,"Process, Management & Methodology",UXUI,Project & Product Management,,,
Ideate,"Process, Management & Methodology",UXUI,Project & Product Management,,,
Ideation Techniques,"Process, Management & Methodology",UXUI,Project & Product Management,,,
Kanban Principles,"Process, Management & Methodology",UXUI,Project & Product Management,,,
