course_name,skill_name,job_classification,skill_class,revised_job_classification
[คูปอง] สร้าง Community ของตัวเองแบบเริ่มต้นจาก 0,Persona Development,UXUI,User Research & Strategy,UXUI
[คูปอง] สร้าง Product ให้ตรงใจลูกค้าแบบ 300% ผ่านขั้นตอน Product Discovery,Problem Space,UXUI,User Research & Strategy,UXUI
[คูปอง] สร้าง Product ให้ตรงใจลูกค้าแบบ 300% ผ่านขั้นตอน Product Discovery,Product Discovery,Business Analyst,Product Management & Customer Insights,Business Analyst
[คูปอง] สร้าง Product ให้ตรงใจลูกค้าแบบ 300% ผ่านขั้นตอน Product Discovery,Product Market Fit,Business Analyst,Product Management & Customer Insights,Business Analyst
[คูปอง] สร้าง Product ให้ตรงใจลูกค้าแบบ 300% ผ่านขั้นตอน Product Discovery,Solution Space,UXUI,User Research & Strategy,UXUI
[คูปอง] สร้าง Product ให้ตรงใจลูกค้าแบบ 300% ผ่านขั้นตอน Product Discovery,User Persona,UXUI,Customer Insights & Targeting,Digital and performance marketer
[คูปอง] สร้าง Product ให้ตรงใจลูกค้าแบบ 300% ผ่านขั้นตอน Product Discovery,User Research,UXUI,User Research & Strategy,UXUI
[คูปอง] สร้าง Serverless Data Lakes ด้วย AWS Cloud,AWS S3,Data Engineer,Cloud Security & Architecture,Cybersecurity Specialist
[คูปอง] สร้าง Serverless Data Lakes ด้วย AWS Cloud,Data Lake,Data Engineer,Data Architecture & Storage,Data Engineer
[คูปอง] สร้าง Serverless Data Lakes ด้วย AWS Cloud,Data Partitioning,Data Engineer,Data Pipeline & ETL,Data Engineer
[คูปอง] สร้าง Serverless Data Lakes ด้วย AWS Cloud,Data pipeline,Data Engineer,Data Analytics & Business Intelligence,Business Analyst
[คูปอง] สร้าง Serverless Data Lakes ด้วย AWS Cloud,ETL Process,Data Engineer,Data Pipeline & ETL,Data Engineer
[คูปอง] สร้าง Serverless Data Lakes ด้วย AWS Cloud,Serverless Architecture,Data Engineer,Cloud & Infrastructure,Data Engineer
[คูปอง] สร้างกลยุทธ์ที่สอดคล้องกับวิสัยทัศน์ด้วยทฤษฎีการเปลี่ยนแปลง,Change Management,Divisional transformation,Project Management & Agile Methodologies,Business Analyst
[คูปอง] สร้างกลยุทธ์ที่สอดคล้องกับวิสัยทัศน์ด้วยทฤษฎีการเปลี่ยนแปลง,Impact Creation,Divisional transformation,"Strategy, Change & Decision Making",Digital Transformation
[คูปอง] สร้างกลยุทธ์ที่สอดคล้องกับวิสัยทัศน์ด้วยทฤษฎีการเปลี่ยนแปลง,Strategic Planning,Divisional transformation,"Strategy, Change & Decision Making",Digital Transformation
[คูปอง] สร้างกลยุทธ์ที่สอดคล้องกับวิสัยทัศน์ด้วยทฤษฎีการเปลี่ยนแปลง,Theory of Change,Divisional transformation,"Strategy, Change & Decision Making",Digital Transformation
[คูปอง] สร้างกลยุทธ์ที่สอดคล้องกับวิสัยทัศน์ด้วยทฤษฎีการเปลี่ยนแปลง,Value-Centric Model,Divisional transformation,"Strategy, Change & Decision Making",Digital Transformation
[คูปอง] สร้างงานเขียนที่มีคุณภาพด้วย ChatGPT ใน Google Doc,ChatGPT,Software Developer and Prompt Engineer,MarTech & Operational Tools,Digital and performance marketer
[คูปอง] สร้างงานเขียนที่มีคุณภาพด้วย ChatGPT ใน Google Doc,Content Planning,Digital and performance marketer,Content Strategy & Creative Production,Digital and performance marketer
[คูปอง] สร้างงานเขียนที่มีคุณภาพด้วย ChatGPT ใน Google Doc,Grammar Checking,Software Developer and Prompt Engineer),"Process, Management & Soft Skills",Software Developer and Prompt 
[คูปอง] สร้างงานเขียนที่มีคุณภาพด้วย ChatGPT ใน Google Doc,HR Automation,Software Developer and Prompt Engineer),"Technical Skills, Tools & Automation",Business Analyst
[คูปอง] สร้างงานเขียนที่มีคุณภาพด้วย ChatGPT ใน Google Doc,Prompt Writing,Software Developer and Prompt Engineer),#N/A,#N/A
[คูปอง] สร้างระบบการทำงานอัตโนมัติให้งาน HR ด้วย Power Automate,Data Integration,Business Analyst,Data Analytics & Business Intelligence,Business Analyst
[คูปอง] สร้างระบบการทำงานอัตโนมัติให้งาน HR ด้วย Power Automate,Emoji Support,Business Analyst,"Technical Skills, Tools & Automation",Business Analyst
[คูปอง] สร้างระบบการทำงานอัตโนมัติให้งาน HR ด้วย Power Automate,HR Automation,Business Analyst,"Technical Skills, Tools & Automation",Business Analyst
[คูปอง] สร้างระบบการทำงานอัตโนมัติให้งาน HR ด้วย Power Automate,Workflow Design,Business Analyst,Project Management & Agile Methodologies,Business Analyst
[คูปอง] สร้างระบบจัดเก็บและประมวลผลข้อมูล ETL Pipeline ให้กับองค์กร โดยใช้ PySpark,AWS S3,Data Engineer,Cloud Security & Architecture,Cybersecurity Specialist
[คูปอง] สร้างระบบจัดเก็บและประมวลผลข้อมูล ETL Pipeline ให้กับองค์กร โดยใช้ PySpark,Data Integration,Data Engineer,Data Analytics & Business Intelligence,Business Analyst
[คูปอง] สร้างระบบจัดเก็บและประมวลผลข้อมูล ETL Pipeline ให้กับองค์กร โดยใช้ PySpark,Data Modeling,Data Engineer,"Data Manipulation, Transformation & Modeling",Data Analyst
[คูปอง] สร้างระบบจัดเก็บและประมวลผลข้อมูล ETL Pipeline ให้กับองค์กร โดยใช้ PySpark,Data Transformation,Data Engineer,"Data Manipulation, Transformation & Modeling",Data Analyst
[คูปอง] สร้างระบบจัดเก็บและประมวลผลข้อมูล ETL Pipeline ให้กับองค์กร โดยใช้ PySpark,ETL Process,Data Engineer,Data Pipeline & ETL,Data Engineer
[คูปอง] สร้างระบบจัดเก็บและประมวลผลข้อมูล ETL Pipeline ให้กับองค์กร โดยใช้ PySpark,PySpark,Data Engineer,Programming & Tools,Data Engineer
"[คูปอง] สร้างระบบฐานข้อมูลให้ธุรกิจ ด้วย Relationship, Formula และ Form บน Airtable",Airtable Basics,Database Administrator,"Technical Skills, Tools & Automation",Business Analyst
"[คูปอง] สร้างระบบฐานข้อมูลให้ธุรกิจ ด้วย Relationship, Formula และ Form บน Airtable",Data Backup,Database Administrator,"Administration, Security & Operations",Database Administrator
"[คูปอง] สร้างระบบฐานข้อมูลให้ธุรกิจ ด้วย Relationship, Formula และ Form บน Airtable",Data Permissions,Database Administrator,"Administration, Security & Operations",Database Administrator
"[คูปอง] สร้างระบบฐานข้อมูลให้ธุรกิจ ด้วย Relationship, Formula และ Form บน Airtable",Form Creation,Database Administrator,Tools & Interface Development,Database Administrator
"[คูปอง] สร้างระบบฐานข้อมูลให้ธุรกิจ ด้วย Relationship, Formula และ Form บน Airtable",Formula Creation,Database Administrator,Querying & Scripting,Database Administrator
"[คูปอง] สร้างระบบฐานข้อมูลให้ธุรกิจ ด้วย Relationship, Formula และ Form บน Airtable",Network Security,Cybersecurity Specialist,Network & Endpoint Security,Cybersecurity Specialist
[คูปอง] สู่การเป็นนักวิเคราะห์ระบบที่ประสบความสำเร็จ,Analysis Techniques,Business Analyst,Requirements Engineering & System Analysis,Business Analyst
[คูปอง] สู่การเป็นนักวิเคราะห์ระบบที่ประสบความสำเร็จ,Business Process Analysis,Business Analyst,Business Strategy & Domain Knowledge,Business Analyst
[คูปอง] สู่การเป็นนักวิเคราะห์ระบบที่ประสบความสำเร็จ,Requirements Analysis,Business Analyst,Requirements Engineering & System Analysis,Business Analyst
[คูปอง] สู่การเป็นนักวิเคราะห์ระบบที่ประสบความสำเร็จ,UX/UI,UXUI,User Experience (UX),Data Analyst
[คูปอง] สู่การเป็นนักวิเคราะห์ระบบที่ประสบความสำเร็จ,User Interaction,Business Analyst,Behavioral Science & User Experience,Business Analyst
[คูปอง] ออกแบบการวัดและประเมินผลที่มีคุณภาพด้วยแนวคิดกรอบเหตุผลสัมพันธ์,Data Collection,Data Analyst,Data Analytics & Business Intelligence,Business Analyst
[คูปอง] ออกแบบการวัดและประเมินผลที่มีคุณภาพด้วยแนวคิดกรอบเหตุผลสัมพันธ์,Evaluation Design,Business Analyst,Project Management & Agile Methodologies,Business Analyst
[คูปอง] ออกแบบการวัดและประเมินผลที่มีคุณภาพด้วยแนวคิดกรอบเหตุผลสัมพันธ์,Formative Assessment,Divisional transformation,"HR, Assessment & Talent",Digital Transformation
[คูปอง] ออกแบบการวัดและประเมินผลที่มีคุณภาพด้วยแนวคิดกรอบเหตุผลสัมพันธ์,Logical Framework,Divisional transformation,"Strategy, Change & Decision Making",Digital Transformation
[คูปอง] ออกแบบการวัดและประเมินผลที่มีคุณภาพด้วยแนวคิดกรอบเหตุผลสัมพันธ์,Mindset Development,Divisional transformation,Leadership & Team Development,Digital Transformation
[คูปอง] ออกแบบโซลูชันบน Azure Cloud ให้ตอบโจทย์ ด้วย Storage และ Security,Azure Security,Cybersecurity Specialist,Cloud Security & Architecture,Cybersecurity Specialist
[คูปอง] ออกแบบโซลูชันบน Azure Cloud ให้ตอบโจทย์ ด้วย Storage และ Security,Azure Storage,Software Developer and Prompt Engineer),#N/A,#N/A
[คูปอง] ออกแบบโซลูชันบน Azure Cloud ให้ตอบโจทย์ ด้วย Storage และ Security,Cloud Architecture,Cybersecurity Specialist,Cloud Security & Architecture,Cybersecurity Specialist
[คูปอง] ออกแบบโซลูชันบน Azure Cloud ให้ตอบโจทย์ ด้วย Storage และ Security,Cloud Computing,Cybersecurity Specialist,Cloud Security & Architecture,Cybersecurity Specialist
[คูปอง] ออกแบบโซลูชันบน Azure Cloud ให้ตอบโจทย์ ด้วย Storage และ Security,Cyber Threats,Cybersecurity Specialist,Threat Intelligence & Incident Response,Cybersecurity Specialist
[คูปอง] ออกแบบโซลูชันบน Azure Cloud ให้ตอบโจทย์ ด้วย Storage และ Security,Data Migration,Data Engineer,Data Pipeline & ETL,Data Engineer
[คูปอง] ออกแบบโซลูชันบน Azure Cloud ให้ตอบโจทย์ ด้วย Storage และ Security,Identity Management,Cybersecurity Specialist,Identity & Access Management (IAM),Cybersecurity Specialist
[คูปอง] เก็บข้อมูลตรงกลุ่มเป้าหมายเพื่อการตัดสินใจทางธุรกิจที่ตรงจุด,Data Analysis Techniques,Data Analyst,Data Analysis & Statistics,Data Analyst
[คูปอง] เก็บข้อมูลตรงกลุ่มเป้าหมายเพื่อการตัดสินใจทางธุรกิจที่ตรงจุด,Data Collection,Data Analyst,Data Analytics & Business Intelligence,Business Analyst
[คูปอง] เก็บข้อมูลตรงกลุ่มเป้าหมายเพื่อการตัดสินใจทางธุรกิจที่ตรงจุด,Data Management,Data Analyst,Data Management & Governance,Data Analyst
[คูปอง] เก็บข้อมูลตรงกลุ่มเป้าหมายเพื่อการตัดสินใจทางธุรกิจที่ตรงจุด,Data Quality,Data Analyst,Data Management & Governance,Data Analyst
[คูปอง] เก็บข้อมูลตรงกลุ่มเป้าหมายเพื่อการตัดสินใจทางธุรกิจที่ตรงจุด,Data Tools,Business Analyst,Data Analytics & Business Intelligence,Business Analyst
"[คูปอง] เทคนิคการวางแผน Test Plan, การสร้าง Test Case และรายงานผลด้วย Test Report",Boundary Value Analysis,Software Developer and Prompt Engineer),#N/A,#N/A
"[คูปอง] เทคนิคการวางแผน Test Plan, การสร้าง Test Case และรายงานผลด้วย Test Report",Decision Tables,Software Developer and Prompt Engineer,Testing & Quality Assurance,Software Developer and Prompt 
"[คูปอง] เทคนิคการวางแผน Test Plan, การสร้าง Test Case และรายงานผลด้วย Test Report",Equivalence Partitioning,Software Developer and Prompt Engineer,Testing & Quality Assurance,Software Developer and Prompt 
"[คูปอง] เทคนิคการวางแผน Test Plan, การสร้าง Test Case และรายงานผลด้วย Test Report",State Transition Diagrams,Software Developer and Prompt Engineer,Testing & Quality Assurance,Software Developer and Prompt 
"[คูปอง] เทคนิคการวางแผน Test Plan, การสร้าง Test Case และรายงานผลด้วย Test Report",Test Case Design,Software Developer and Prompt Engineer),#N/A,#N/A
"[คูปอง] เทคนิคการวางแผน Test Plan, การสร้าง Test Case และรายงานผลด้วย Test Report",Test Planning,Software Developer and Prompt Engineer,Testing & Quality Assurance,Software Developer and Prompt 
"[คูปอง] เทคนิคการวางแผน Test Plan, การสร้าง Test Case และรายงานผลด้วย Test Report",User Feedback,Software Developer and Prompt Engineer),Product Management & Customer Insights,Business Analyst
[คูปอง] เทคนิคบริหารโครงการให้เป็นไปตามเป้า แบบ Productive ไม่ Burn Out,Agile Method,Divisional transformation,Project Management & Agile Methodologies,Business Analyst
[คูปอง] เทคนิคบริหารโครงการให้เป็นไปตามเป้า แบบ Productive ไม่ Burn Out,Communication Skills,Business Analyst,"Communication, Stakeholder Management & Soft Skills",Business Analyst
[คูปอง] เทคนิคบริหารโครงการให้เป็นไปตามเป้า แบบ Productive ไม่ Burn Out,Project Execution,Sustainability Project Manager,Project Management Lifecycle,Sustainability Project Manager
[คูปอง] เทคนิคบริหารโครงการให้เป็นไปตามเป้า แบบ Productive ไม่ Burn Out,Quality Management,Business Analyst,Project Management & Agile Methodologies,Business Analyst
[คูปอง] เทคนิคบริหารโครงการให้เป็นไปตามเป้า แบบ Productive ไม่ Burn Out,Risk management,Divisional transformation,"Governance, Risk & Compliance (GRC)",Cybersecurity Specialist
[คูปอง] เทคนิคบริหารโครงการให้เป็นไปตามเป้า แบบ Productive ไม่ Burn Out,Stakeholder Engagement,Divisional transformation,"Communication, Negotiation & Stakeholder Management",Digital Transformation
[คูปอง] เทคนิคบริหารโครงการให้เป็นไปตามเป้า แบบ Productive ไม่ Burn Out,Stakeholder Management,Business Analyst,"Communication, Stakeholder Management & Soft Skills",Business Analyst
[คูปอง] เปลี่ยน Online Community ให้กลายเป็นเงิน ด้วยวิธีหารายได้จาก Community,Community Design,Digital and performance marketer,Social Media & Community Management,Digital and performance marketer
[คูปอง] เปลี่ยน Online Community ให้กลายเป็นเงิน ด้วยวิธีหารายได้จาก Community,Community Growth,Digital and performance marketer,Social Media & Community Management,Digital and performance marketer
[คูปอง] เปลี่ยน Online Community ให้กลายเป็นเงิน ด้วยวิธีหารายได้จาก Community,Metrics,Digital and performance marketer,Data Analysis & Statistics,Data Analyst
[คูปอง] เปลี่ยน Online Community ให้กลายเป็นเงิน ด้วยวิธีหารายได้จาก Community,Monetization Strategies,Digital and performance marketer,Marketing Strategy & Market Research,Digital and performance marketer
[คูปอง] เปลี่ยน Online Community ให้กลายเป็นเงิน ด้วยวิธีหารายได้จาก Community,Value Creation,Digital and performance marketer,Marketing Strategy & Market Research,Digital and performance marketer
[คูปอง] เพิ่มพลัง Data-Driven Marketing ให้การขายก้าวกระโดดด้วย Generative AI,API Service,Digital and performance marketer,"Technical Skills, Tools & Automation",Business Analyst
[คูปอง] เพิ่มพลัง Data-Driven Marketing ให้การขายก้าวกระโดดด้วย Generative AI,Content Creation,Digital and performance marketer,Content Strategy & Creative Production,Digital and performance marketer
[คูปอง] เพิ่มพลัง Data-Driven Marketing ให้การขายก้าวกระโดดด้วย Generative AI,Data-Driven,Digital and performance marketer,Communication & Insights,Data Analyst
[คูปอง] เพิ่มพลัง Data-Driven Marketing ให้การขายก้าวกระโดดด้วย Generative AI,Generative AI,Digital and performance marketer,Content Strategy & Creative Production,Digital and performance marketer
[คูปอง] เพิ่มพลัง Data-Driven Marketing ให้การขายก้าวกระโดดด้วย Generative AI,Hyper-Personalization,Digital and performance marketer,Customer Insights & Targeting,Digital and performance marketer
[คูปอง] เพิ่มพลัง Data-Driven Marketing ให้การขายก้าวกระโดดด้วย Generative AI,Predictive Analytics,Digital and performance marketer,Data Analysis & Statistics,Data Analyst
[คูปอง] เริ่มต้นลงมือบริหารโปรเจกต์ให้ราบรื่น ด้วยทักษะ Project Management,Budget Management,Divisional transformation,Financial Analysis & Accounting,Business Analyst
[คูปอง] เริ่มต้นลงมือบริหารโปรเจกต์ให้ราบรื่น ด้วยทักษะ Project Management,Manage Scope,Sustainability Project Manager,Core Programming & Computer Science,Software Developer and Prompt 
[คูปอง] เริ่มต้นลงมือบริหารโปรเจกต์ให้ราบรื่น ด้วยทักษะ Project Management,Managing Schedules,Divisional transformation,Project Management & Agile Operations,Digital Transformation
[คูปอง] เริ่มต้นลงมือบริหารโปรเจกต์ให้ราบรื่น ด้วยทักษะ Project Management,Milestone Planning,Divisional transformation,Project Management & Agile Operations,Digital Transformation
[คูปอง] เริ่มต้นลงมือบริหารโปรเจกต์ให้ราบรื่น ด้วยทักษะ Project Management,Project Charter,Divisional transformation,Project Management & Agile Operations,Digital Transformation
[คูปอง] เริ่มต้นลงมือบริหารโปรเจกต์ให้ราบรื่น ด้วยทักษะ Project Management,Project Management,Divisional transformation,Project Management & Agile Methodologies,Business Analyst
[คูปอง] เริ่มต้นลงมือบริหารโปรเจกต์ให้ราบรื่น ด้วยทักษะ Project Management,Work Breakdown Structure,Divisional transformation,Project Management & Agile Operations,Digital Transformation
[คูปอง] เริ่มต้นเส้นทางอาชีพนักวิเคราะห์ระบบ,Business Domain Understanding,Business Analyst,Business Strategy & Domain Knowledge,Business Analyst
[คูปอง] เริ่มต้นเส้นทางอาชีพนักวิเคราะห์ระบบ,Competitive Analysis,Business Analyst,Business Strategy & Domain Knowledge,Business Analyst
[คูปอง] เริ่มต้นเส้นทางอาชีพนักวิเคราะห์ระบบ,Project Management,Business Analyst,Project Management & Agile Methodologies,Business Analyst
[คูปอง] เริ่มต้นเส้นทางอาชีพนักวิเคราะห์ระบบ,Project Management Skills,Business Analyst,Project Management & Agile Methodologies,Business Analyst
[คูปอง] เริ่มต้นเส้นทางอาชีพนักวิเคราะห์ระบบ,SDLC Process,Business Analyst,Project Management & Agile Methodologies,Business Analyst
[คูปอง] เริ่มต้นเส้นทางอาชีพนักวิเคราะห์ระบบ,System Analysis,Business Analyst,Requirements Engineering & System Analysis,Business Analyst
[คูปอง] เรียนรู้เครื่องมือและโครงสร้างพื้นฐานในงาน Data Engineering,Data Engineering,Data Engineer,General Data Concepts,Data Engineer
[คูปอง] เรียนรู้เครื่องมือและโครงสร้างพื้นฐานในงาน Data Engineering,Data Governance,Data Engineer,"Governance, Quality & Security",Data Engineer
[คูปอง] เรียนรู้เครื่องมือและโครงสร้างพื้นฐานในงาน Data Engineering,Data Lake,Data Engineer,Data Architecture & Storage,Data Engineer
[คูปอง] เรียนรู้เครื่องมือและโครงสร้างพื้นฐานในงาน Data Engineering,Data Warehouse,Data Engineer,Data Architecture & Storage,Data Engineer
[คูปอง] เรียนรู้เครื่องมือและโครงสร้างพื้นฐานในงาน Data Engineering,Neural Networks,Data Engineer,Programming & Tools,Data Engineer
[คูปอง] เรียนรู้เครื่องมือและโครงสร้างพื้นฐานในงาน Data Engineering,RealTime Processing,Data Engineer,Data Pipeline & ETL,Data Engineer
[คูปอง] เรียนรู้เครื่องมือในการสร้าง Serverless Data Lakes ด้วย AWS Cloud,AWS S3,Data Engineer,Cloud Security & Architecture,Cybersecurity Specialist
[คูปอง] เรียนรู้เครื่องมือในการสร้าง Serverless Data Lakes ด้วย AWS Cloud,Data Cataloging,Data Engineer,"Governance, Quality & Security",Data Engineer
[คูปอง] เรียนรู้เครื่องมือในการสร้าง Serverless Data Lakes ด้วย AWS Cloud,Data Lake,Data Engineer,Data Architecture & Storage,Data Engineer
[คูปอง] เรียนรู้เครื่องมือในการสร้าง Serverless Data Lakes ด้วย AWS Cloud,Data Processing,Data Engineer,"Data Manipulation, Transformation & Modeling",Data Analyst
[คูปอง] เรียนรู้เครื่องมือในการสร้าง Serverless Data Lakes ด้วย AWS Cloud,Data pipeline,Data Engineer,Data Analytics & Business Intelligence,Business Analyst
[คูปอง] เรียนรู้เครื่องมือในการสร้าง Serverless Data Lakes ด้วย AWS Cloud,Serverless Architecture,Data Engineer,Cloud & Infrastructure,Data Engineer
[คูปอง] แก้ปัญหาที่ซับซ้อนให้ตรงจุดด้วยแนวคิด Complex Problem Solving,Complex Problem Solving,Divisional transformation,"Strategy, Change & Decision Making",Digital Transformation
[คูปอง] แก้ปัญหาที่ซับซ้อนให้ตรงจุดด้วยแนวคิด Complex Problem Solving,Crisis Management,Divisional transformation,Leadership & Team Development,Digital Transformation
[คูปอง] แก้ปัญหาที่ซับซ้อนให้ตรงจุดด้วยแนวคิด Complex Problem Solving,Critical Thinking,Business Analyst,"Communication, Stakeholder Management & Soft Skills",Business Analyst
[คูปอง] แก้ปัญหาที่ซับซ้อนให้ตรงจุดด้วยแนวคิด Complex Problem Solving,Data Collection,Data Analyst,Data Analytics & Business Intelligence,Business Analyst
[คูปอง] แก้ปัญหาที่ซับซ้อนให้ตรงจุดด้วยแนวคิด Complex Problem Solving,Solution Development,Business Analyst,Requirements Engineering & System Analysis,Business Analyst
[คูปอง] แนวคิดพื้นฐานในเชิงข้อมูลและธุรกิจ,Business Intelligence,Business Analyst,Data Analytics & Business Intelligence,Business Analyst
[คูปอง] แนวคิดพื้นฐานในเชิงข้อมูลและธุรกิจ,Data Analysis,Data Analyst,Data Analysis & Statistics,Data Analyst
[คูปอง] แนวคิดพื้นฐานในเชิงข้อมูลและธุรกิจ,Data Tools,Business Analyst,Data Analytics & Business Intelligence,Business Analyst
[คูปอง] แนวคิดพื้นฐานในเชิงข้อมูลและธุรกิจ,Data Visualization,Data Analyst,Data Analytics & Business Intelligence,Business Analyst
[คูปอง] แนวคิดพื้นฐานในเชิงข้อมูลและธุรกิจ,Data Workflow,Data Analyst,"Data Manipulation, Transformation & Modeling",Data Analyst
[คูปอง] แนวคิดพื้นฐานในเชิงข้อมูลและธุรกิจ,Data science,Data Scientist,General Concepts,Data Scientist
[คูปอง] ใช้ ChatGPT สร้างงานนำเสนอใน Google Slide & Canva,AI Limitations,Software Developer and Prompt Engineer),#N/A,#N/A
[คูปอง] ใช้ ChatGPT สร้างงานนำเสนอใน Google Slide & Canva,ANOVA,Data Analyst,Data Analysis & Statistics,Data Analyst
[คูปอง] ใช้ ChatGPT สร้างงานนำเสนอใน Google Slide & Canva,ChatGPT,Software Developer and Prompt Engineer),MarTech & Operational Tools,Digital and performance marketer
[คูปอง] ใช้ ChatGPT สร้างงานนำเสนอใน Google Slide & Canva,Content Creation,Digital and performance marketer,Content Strategy & Creative Production,Digital and performance marketer
[คูปอง] ใช้ ChatGPT สร้างงานนำเสนอใน Google Slide & Canva,Google Slides,Digital and performance marketer,MarTech & Operational Tools,Digital and performance marketer
[คูปอง] ใช้ ChatGPT สร้างงานนำเสนอใน Google Slide & Canva,Prompt Writing,Software Developer and Prompt Engineer),#N/A,#N/A
การใช้ UiPath กรอกข้อมูลอัตโนมัติ ลดเวลาทำงานมหาศาล | RPA by 9Expert,Automated Data Entry,Business Analyst,"Technical Skills, Tools & Automation",Business Analyst
การใช้ UiPath กรอกข้อมูลอัตโนมัติ ลดเวลาทำงานมหาศาล | RPA by 9Expert,Error Management,Divisional transformation,Project Management & Agile Operations,Digital Transformation
การใช้ UiPath กรอกข้อมูลอัตโนมัติ ลดเวลาทำงานมหาศาล | RPA by 9Expert,HR Automation,Business Analyst,"Technical Skills, Tools & Automation",Business Analyst
การใช้ UiPath กรอกข้อมูลอัตโนมัติ ลดเวลาทำงานมหาศาล | RPA by 9Expert,UiPath,Business Analyst,"Technical Skills, Tools & Automation",Business Analyst
การใช้ข้อมูลทางการเงินและบัญชี เพื่อประกอบการตัดสินใจทางธุรกิจอย่างมีประสิทธิภาพ,Budget Management,Business Analyst,Financial Analysis & Accounting,Business Analyst
การใช้ข้อมูลทางการเงินและบัญชี เพื่อประกอบการตัดสินใจทางธุรกิจอย่างมีประสิทธิภาพ,Business Strategies,Business Analyst,Business Strategy & Domain Knowledge,Business Analyst
การใช้ข้อมูลทางการเงินและบัญชี เพื่อประกอบการตัดสินใจทางธุรกิจอย่างมีประสิทธิภาพ,Debt Management,Business Analyst,Financial Analysis & Accounting,Business Analyst
การใช้ข้อมูลทางการเงินและบัญชี เพื่อประกอบการตัดสินใจทางธุรกิจอย่างมีประสิทธิภาพ,Financial Analysis,Business Analyst,Financial Analysis & Accounting,Business Analyst
ครบเครื่องเรื่องลงทุน ตอน รอบรู้ผลิตภัณฑ์ลงทุน,Data Products,Business Analyst,Data Analytics & Business Intelligence,Business Analyst
ครบเครื่องเรื่องลงทุน ตอน รอบรู้ผลิตภัณฑ์ลงทุน,Investment Strategies,Business Analyst,Financial Analysis & Accounting,Business Analyst
ครบเครื่องเรื่องลงทุน ตอน รอบรู้ผลิตภัณฑ์ลงทุน,Market Trends,Business Analyst,Product Management & Customer Insights,Business Analyst
ครบเครื่องเรื่องลงทุน ตอน รอบรู้ผลิตภัณฑ์ลงทุน,Return Analysis,Business Analyst,Financial Analysis & Accounting,Business Analyst
ครบเครื่องเรื่องลงทุน ตอน รอบรู้ผลิตภัณฑ์ลงทุน,Risk Assessment,Business Analyst,Project Management & Agile Methodologies,Business Analyst
ครบเครื่องเรื่องลงทุน ตอน รอบรู้ผลิตภัณฑ์ลงทุน,SMART Goals,Business Analyst,Project Management & Agile Methodologies,Business Analyst
ตะลุยทุกฟีเจอร์ LINE Official Account กับ DIGITORY,Auto Save,Digital and performance marketer,MarTech & Operational Tools,Digital and performance marketer
ตะลุยทุกฟีเจอร์ LINE Official Account กับ DIGITORY,Customer Engagement,Digital and performance marketer,Social Media & Community Management,Digital and performance marketer
ตะลุยทุกฟีเจอร์ LINE Official Account กับ DIGITORY,LINE Tag,Digital and performance marketer,Paid Media & Advertising (Performance Marketing),Digital and performance marketer
ตะลุยทุกฟีเจอร์ LINE Official Account กับ DIGITORY,Message Display,Digital and performance marketer,Social Media & Community Management,Digital and performance marketer
ตะลุยทุกฟีเจอร์ LINE Official Account กับ DIGITORY,Rich Menu,Digital and performance marketer,Social Media & Community Management,Digital and performance marketer
ทริคเพิ่มความปลอดภัยให้ Long-lived Channel Access Token ของ LINE Chatbot,Channel Access Token,Cybersecurity Specialist,Identity & Access Management (IAM),Cybersecurity Specialist
ทริคเพิ่มความปลอดภัยให้ Long-lived Channel Access Token ของ LINE Chatbot,LINE Chatbot,Software Developer and Prompt Engineer,Chatbot & Platform Integrations (LINE/TikTok),Software Developer and Prompt 
ทริคเพิ่มความปลอดภัยให้ Long-lived Channel Access Token ของ LINE Chatbot,Security Practices,Cybersecurity Specialist,"Governance, Risk & Compliance (GRC)",Cybersecurity Specialist
ทริคเพิ่มความปลอดภัยให้ Long-lived Channel Access Token ของ LINE Chatbot,Token Management,Cybersecurity Specialist,Identity & Access Management (IAM),Cybersecurity Specialist
พรีวิวคอร์สตะลุยโจทย์ Python #1,Data Structures,Software Developer and Prompt Engineer),Core Programming & Computer Science,Software Developer and Prompt 
พรีวิวคอร์สตะลุยโจทย์ Python #1,Problem Solving,Software Developer and Prompt Engineer),"Strategy, Change & Decision Making",Digital Transformation
พรีวิวคอร์สตะลุยโจทย์ Python #1,Python Map,Software Developer and Prompt Engineer),"Tools, Technologies & Programming",Data Analyst
พรีวิวคอร์สตะลุยโจทย์ Python #1,SQL,Data Analyst,Data Security & Privacy,Cybersecurity Specialist
มือใหม่หัดสร้างแผนลงทุนด้วยกองทุนรวม,Conversion Tracking,Digital and performance marketer,Paid Media & Advertising (Performance Marketing),Digital and performance marketer
มือใหม่หัดสร้างแผนลงทุนด้วยกองทุนรวม,Fund Planning,Business Analyst,Financial Analysis & Accounting,Business Analyst
มือใหม่หัดสร้างแผนลงทุนด้วยกองทุนรวม,Fund Selection,Divisional transformation,Financial & Investment Planning,Digital Transformation
มือใหม่หัดสร้างแผนลงทุนด้วยกองทุนรวม,Investment Diversification,Divisional transformation,Financial & Investment Planning,Digital Transformation
มือใหม่หัดสร้างแผนลงทุนด้วยกองทุนรวม,Risk Tolerance,Divisional transformation,Financial & Investment Planning,Digital Transformation
มือใหม่หัดสร้างแผนลงทุนด้วยกองทุนรวม,Streaming Fund+,Data Analyst,"Tools, Technologies & Programming",Data Analyst
